Column1,id_user,id_post,date,time,half_day,views,reposts,likes,comments,id_post_origin,link_clicks,donation_tag,donation_val,house_buy
27,428588,553535281,09/11/2017,07:38,pm,72,7,3,3,638779430,TRUE,FALSE,0,FALSE
28,476754,566723761,09/11/2017,03:40,pm,62,2,24,3,144265898,FALSE,FALSE,0,FALSE
29,400938,975701606,09/11/2017,03:01,pm,20,6,2,1,638779430,FALSE,FALSE,0,FALSE
30,775358,185596874,09/11/2017,08:34,pm,24,9,3,1,638779430,FALSE,FALSE,0,FALSE
31,141531,607336548,09/11/2017,10:07,pm,5,7,1,0,144265898,FALSE,FALSE,0,FALSE
32,161027,316758859,10/11/2017,01:29,am,3,5,1,0,194393365,FALSE,FALSE,0,FALSE
33,715764,841277331,10/11/2017,01:12,am,49,4,22,2,607336548,FALSE,FALSE,0,FALSE
34,781866,209759310,10/11/2017,10:19,am,43,3,10,1,607336548,FALSE,FALSE,0,FALSE
35,821109,528056848,10/11/2017,00:51,am,142,5,42,7,297176418,FALSE,FALSE,0,FALSE
36,697079,272150657,10/11/2017,10:00,am,123,11,6,6,638779430,FALSE,FALSE,0,FALSE
37,585116,549129359,10/11/2017,10:24,am,110,10,22,5,723527339,TRUE,FALSE,0,FALSE
38,687041,443954067,10/11/2017,09:35,am,83,4,4,2,834132714,FALSE,FALSE,0,FALSE
39,948721,859940920,10/11/2017,03:31,am,40,2,10,1,855036767,FALSE,FALSE,0,FALSE
40,819950,501751257,10/11/2017,06:59,am,4,6,0,0,650889385,TRUE,FALSE,0,FALSE
41,559763,936840513,10/11/2017,04:40,am,53,6,23,0,774651272,FALSE,FALSE,0,FALSE
42,676277,563304812,10/11/2017,10:25,am,13,6,3,0,955542283,FALSE,FALSE,0,FALSE
43,326558,483162561,10/11/2017,11:21,am,37,3,16,1,194393365,TRUE,FALSE,0,FALSE
44,442951,941692231,10/11/2017,09:20,am,7,1,2,0,760062606,FALSE,FALSE,0,FALSE
45,122680,258198047,10/11/2017,07:03,am,108,3,27,7,297176418,FALSE,FALSE,0,FALSE
46,650485,482236108,10/11/2017,04:29,am,47,5,16,2,297176418,FALSE,FALSE,0,FALSE
47,528216,284279093,10/11/2017,06:07,am,117,3,58,2,972167608,TRUE,FALSE,0,FALSE
48,141770,884757929,10/11/2017,01:39,am,18,1,5,0,760062606,TRUE,FALSE,0,FALSE
49,115703,586288334,10/11/2017,04:17,am,68,4,23,3,997125666,FALSE,FALSE,0,FALSE
50,451532,215885449,10/11/2017,03:44,am,91,5,4,0,566723761,FALSE,FALSE,0,FALSE
51,204898,466555555,10/11/2017,00:02,am,37,4,7,2,760062606,FALSE,FALSE,0,FALSE
52,662899,564289268,10/11/2017,08:30,am,78,3,35,7,156553588,FALSE,FALSE,0,FALSE
53,921629,562296983,10/11/2017,12:37,am,85,3,8,2,948983044,TRUE,FALSE,0,FALSE
54,573270,210817164,10/11/2017,10:34,am,49,5,17,2,185596874,FALSE,FALSE,0,FALSE
55,915062,833466198,10/11/2017,02:23,am,198,6,59,7,972167608,FALSE,FALSE,0,FALSE
56,969609,790140143,10/11/2017,12:41,am,85,7,25,5,844989061,FALSE,FALSE,0,FALSE
57,965368,447831297,10/11/2017,03:53,am,103,4,20,10,834132714,FALSE,FALSE,0,FALSE
58,817185,766172323,10/11/2017,01:15,am,47,6,7,4,938483485,FALSE,FALSE,0,FALSE
59,530725,477719920,10/11/2017,07:51,am,28,5,7,2,194393365,FALSE,FALSE,0,FALSE
60,262830,624467407,10/11/2017,02:38,am,148,4,59,10,662638612,FALSE,FALSE,0,FALSE
61,521787,254129840,10/11/2017,05:05,am,42,2,21,0,938483485,FALSE,FALSE,0,FALSE
62,184496,704684579,10/11/2017,08:03,am,183,5,9,12,509376048,TRUE,FALSE,0,FALSE
63,581262,967858644,10/11/2017,06:34,am,147,8,29,4,144265898,FALSE,FALSE,0,FALSE
64,196838,484342250,10/11/2017,09:04,am,118,5,17,11,607336548,FALSE,FALSE,0,FALSE
65,454840,623471714,10/11/2017,02:04,am,133,5,46,10,297176418,FALSE,FALSE,0,FALSE
66,516280,349104683,10/11/2017,04:21,am,140,10,21,1,975701606,FALSE,FALSE,0,FALSE
67,844369,514269244,10/11/2017,01:54,am,223,1,33,13,823986367,FALSE,FALSE,0,FALSE
68,143795,229197977,10/11/2017,12:55,am,91,5,45,6,144265898,FALSE,FALSE,0,FALSE
69,423708,242986464,10/11/2017,01:02,am,73,3,36,6,855036767,FALSE,FALSE,0,FALSE
70,807917,960427462,10/11/2017,03:43,am,100,3,50,9,638779430,FALSE,FALSE,0,FALSE
71,739698,886561532,10/11/2017,04:30,am,150,4,52,1,997125666,FALSE,FALSE,0,FALSE
72,286227,138868942,10/11/2017,04:48,am,41,6,14,2,607336548,FALSE,FALSE,0,FALSE
73,605314,581400104,10/11/2017,00:27,am,117,1,52,8,953043456,FALSE,FALSE,0,FALSE
74,369635,168880998,10/11/2017,10:36,am,41,6,16,0,509376048,FALSE,FALSE,0,FALSE
75,502475,538599582,10/11/2017,04:15,am,12,2,4,1,553535281,FALSE,FALSE,0,FALSE
76,981878,696209999,10/11/2017,04:13,am,246,3,73,9,723527339,FALSE,FALSE,0,FALSE
77,776332,804358914,10/11/2017,05:08,am,150,3,52,15,774651272,FALSE,FALSE,0,FALSE
78,187470,661129264,10/11/2017,06:59,am,94,1,18,0,991154137,FALSE,FALSE,0,FALSE
79,872362,497461821,10/11/2017,04:12,am,82,8,32,0,997125666,FALSE,FALSE,0,FALSE
80,698284,837897837,10/11/2017,08:50,am,16,5,8,1,991154137,FALSE,FALSE,0,FALSE
81,630595,177174039,10/11/2017,01:54,am,13,3,4,0,834132714,FALSE,FALSE,0,FALSE
82,371850,218140241,10/11/2017,06:18,am,114,1,17,9,855036767,FALSE,FALSE,0,FALSE
83,746200,996623073,10/11/2017,05:11,am,354,7,35,7,367474713,FALSE,FALSE,0,FALSE
84,280404,645295372,10/11/2017,08:11,am,92,6,46,3,774651272,TRUE,FALSE,0,FALSE
85,977126,650339957,10/11/2017,07:46,am,70,3,14,2,975701606,FALSE,FALSE,0,FALSE
86,387828,443900459,10/11/2017,08:01,am,40,8,4,3,650889385,FALSE,FALSE,0,FALSE
87,529111,740498404,10/11/2017,00:32,am,142,5,42,9,553535281,FALSE,FALSE,0,FALSE
88,667654,548658496,10/11/2017,12:19,am,180,4,63,9,156553588,FALSE,FALSE,0,FALSE
89,451416,781113360,10/11/2017,03:33,am,141,10,28,2,662638612,FALSE,FALSE,0,FALSE
90,505472,459673654,10/11/2017,06:42,am,198,5,99,17,620222338,FALSE,FALSE,0,FALSE
91,466531,377618848,10/11/2017,02:23,am,87,8,8,0,955542283,FALSE,FALSE,0,FALSE
92,738571,308577497,10/11/2017,08:58,am,49,5,4,4,547874736,FALSE,FALSE,0,FALSE
93,306222,797882521,10/11/2017,06:07,am,45,10,22,2,297176418,FALSE,FALSE,0,FALSE
94,854563,154473010,10/11/2017,11:43,am,77,1,3,1,547874736,FALSE,FALSE,0,FALSE
95,776485,512810770,10/11/2017,02:59,am,33,4,16,0,823986367,FALSE,FALSE,0,FALSE
96,382867,506400287,10/11/2017,10:44,am,54,7,18,3,814088954,FALSE,FALSE,0,FALSE
97,196644,522292224,10/11/2017,02:48,am,67,6,3,2,367474713,FALSE,FALSE,0,FALSE
98,736802,468629811,10/11/2017,04:39,am,152,4,60,10,185596874,FALSE,FALSE,0,FALSE
99,495677,330127374,10/11/2017,02:48,am,387,2,174,38,823986367,FALSE,FALSE,0,FALSE
100,924939,263883295,10/11/2017,03:00,am,81,4,8,4,553535281,TRUE,FALSE,0,FALSE
101,132940,382527955,10/11/2017,06:00,am,107,6,10,8,194393365,FALSE,FALSE,0,FALSE
102,637733,601917016,10/11/2017,03:48,am,195,3,29,13,997125666,TRUE,FALSE,0,FALSE
103,517672,145497977,10/11/2017,04:31,am,150,6,45,7,620222338,FALSE,FALSE,0,FALSE
104,833433,156950377,10/11/2017,10:58,am,103,6,5,4,367474713,FALSE,FALSE,0,FALSE
105,973580,303151676,10/11/2017,03:34,pm,167,5,50,8,760062606,FALSE,FALSE,0,FALSE
106,478278,852878856,10/11/2017,06:15,pm,175,3,70,3,194393365,FALSE,FALSE,0,FALSE
107,706084,128266347,10/11/2017,01:53,pm,153,1,38,1,210817164,FALSE,FALSE,0,FALSE
108,523346,247310624,10/11/2017,09:15,pm,19,6,4,1,215885449,FALSE,FALSE,0,FALSE
109,737606,922389702,10/11/2017,11:24,pm,24,1,10,1,936840513,FALSE,FALSE,0,FALSE
110,711657,741397487,10/11/2017,07:20,pm,157,7,39,9,377618848,FALSE,FALSE,0,FALSE
111,458905,676822549,10/11/2017,11:40,pm,3,1,1,0,242986464,FALSE,FALSE,0,FALSE
112,804255,654813293,10/11/2017,09:13,pm,25,2,10,2,168880998,FALSE,FALSE,0,FALSE
113,782219,407177115,10/11/2017,05:53,pm,8,0,2,0,936840513,FALSE,FALSE,0,FALSE
114,404691,712030628,10/11/2017,11:47,pm,40,2,4,2,997125666,FALSE,FALSE,0,FALSE
115,706549,250479746,10/11/2017,11:43,pm,55,5,13,2,790140143,FALSE,FALSE,0,FALSE
116,608837,499647234,10/11/2017,06:26,pm,137,5,34,13,145497977,FALSE,FALSE,0,FALSE
117,707038,222885132,10/11/2017,07:58,pm,4,2,1,0,650889385,FALSE,FALSE,0,FALSE
118,922261,962895245,10/11/2017,07:34,pm,148,4,29,5,447831297,FALSE,FALSE,0,FALSE
119,623520,657878250,10/11/2017,11:08,pm,113,8,33,6,997125666,FALSE,FALSE,0,FALSE
120,121188,775238146,10/11/2017,05:21,pm,195,7,97,1,696209999,FALSE,FALSE,0,FALSE
121,402299,914472279,10/11/2017,07:51,pm,61,3,3,0,156553588,FALSE,FALSE,0,FALSE
122,229752,702362799,10/11/2017,08:37,pm,51,4,2,3,483162561,FALSE,FALSE,0,FALSE
123,925110,494487821,10/11/2017,07:59,pm,76,3,19,6,797882521,FALSE,FALSE,0,FALSE
124,624523,294266062,10/11/2017,03:16,pm,138,4,6,5,272150657,FALSE,FALSE,0,FALSE
125,914605,458779351,10/11/2017,01:30,pm,112,5,28,2,528056848,FALSE,FALSE,0,FALSE
126,741911,789592835,10/11/2017,09:29,pm,0,4,0,0,258198047,FALSE,FALSE,0,FALSE
127,801766,603624418,10/11/2017,12:35,pm,32,3,14,1,548658496,FALSE,FALSE,0,FALSE
128,442474,810913610,10/11/2017,01:52,pm,78,4,7,6,938483485,TRUE,FALSE,0,FALSE
129,960552,993171452,10/11/2017,10:50,pm,57,2,19,3,466555555,FALSE,FALSE,0,FALSE
130,575243,658672846,10/11/2017,04:39,pm,162,2,56,4,650889385,TRUE,FALSE,0,FALSE
131,581603,810961247,10/11/2017,09:01,pm,16,6,5,1,760062606,FALSE,FALSE,0,FALSE
132,291784,948942202,10/11/2017,05:19,pm,44,6,15,2,650889385,FALSE,FALSE,0,FALSE
133,776522,241597185,10/11/2017,00:41,pm,0,5,0,0,797882521,FALSE,FALSE,0,FALSE
134,800337,804609254,10/11/2017,05:02,pm,42,5,6,1,547874736,FALSE,FALSE,0,FALSE
135,279345,790202097,10/11/2017,11:56,pm,76,3,3,5,194393365,FALSE,FALSE,0,FALSE
136,158121,949444650,10/11/2017,11:44,pm,39,5,13,0,760062606,FALSE,FALSE,0,FALSE
137,596136,122648031,10/11/2017,06:02,pm,66,8,29,5,185596874,FALSE,FALSE,0,FALSE
138,552901,631042121,10/11/2017,09:32,pm,134,6,53,8,886561532,TRUE,FALSE,0,FALSE
139,975501,285878764,10/11/2017,00:44,pm,45,2,18,3,497461821,FALSE,FALSE,0,FALSE
140,381491,947238913,10/11/2017,11:08,pm,24,2,7,0,242986464,FALSE,FALSE,0,FALSE
141,448099,715264412,10/11/2017,00:54,pm,151,1,22,4,156950377,FALSE,FALSE,0,FALSE
142,729430,815116470,10/11/2017,10:52,pm,67,4,26,5,272150657,FALSE,FALSE,0,FALSE
143,561062,473755917,10/11/2017,10:23,pm,63,6,12,3,484342250,TRUE,TRUE,10,FALSE
144,284776,403624757,10/11/2017,08:52,pm,110,3,16,6,790140143,FALSE,FALSE,0,FALSE
145,874103,861841481,10/11/2017,01:14,pm,61,3,3,3,484342250,FALSE,FALSE,0,FALSE
146,179623,654064543,10/11/2017,10:34,pm,21,2,5,0,466555555,FALSE,FALSE,0,FALSE
147,617211,213969073,10/11/2017,01:28,pm,80,3,20,4,297176418,FALSE,FALSE,0,FALSE
148,718196,734673283,10/11/2017,05:23,pm,128,3,64,11,459673654,FALSE,FALSE,0,FALSE
149,519940,271827095,10/11/2017,07:47,pm,43,1,10,0,855036767,FALSE,FALSE,0,FALSE
150,622059,924809354,10/11/2017,00:18,pm,118,3,17,5,623471714,FALSE,FALSE,0,FALSE
151,613436,871739538,10/11/2017,06:20,pm,10,4,5,0,443954067,FALSE,FALSE,0,FALSE
152,861864,999485930,10/11/2017,08:33,pm,41,8,20,1,443900459,FALSE,FALSE,0,FALSE
153,112270,831943790,10/11/2017,10:26,pm,73,2,25,2,841277331,TRUE,TRUE,15,FALSE
154,621877,910321924,10/11/2017,02:10,pm,6,1,2,0,704684579,FALSE,FALSE,0,FALSE
155,273301,139299450,10/11/2017,10:34,pm,244,5,109,12,506400287,FALSE,FALSE,0,FALSE
156,208722,490392689,10/11/2017,11:58,pm,80,5,12,1,330127374,FALSE,FALSE,0,FALSE
157,676817,829660995,10/11/2017,12:14,pm,19,0,4,1,144265898,FALSE,FALSE,0,FALSE
158,268977,283096556,10/11/2017,03:20,pm,132,4,52,11,844989061,FALSE,FALSE,0,FALSE
159,906378,383374723,10/11/2017,11:00,pm,35,4,14,2,623471714,FALSE,FALSE,0,FALSE
160,208433,921790609,10/11/2017,12:57,pm,108,4,48,6,781113360,FALSE,FALSE,0,FALSE
161,257680,941146322,10/11/2017,02:51,pm,178,6,35,10,308577497,FALSE,FALSE,0,FALSE
162,758661,741388796,10/11/2017,03:00,pm,128,6,64,1,548658496,FALSE,FALSE,0,FALSE
163,290214,596332390,10/11/2017,00:45,pm,92,3,27,5,477719920,FALSE,FALSE,0,FALSE
164,281393,624251203,10/11/2017,05:50,pm,57,5,14,0,645295372,FALSE,FALSE,0,FALSE
165,277461,926144922,10/11/2017,09:18,pm,94,4,14,8,553535281,FALSE,FALSE,0,FALSE
166,606253,726535575,10/11/2017,06:07,pm,118,3,5,3,206521432,FALSE,FALSE,0,FALSE
167,738818,379883730,10/11/2017,10:18,pm,83,0,33,4,168880998,FALSE,FALSE,0,FALSE
168,523278,351266880,10/11/2017,05:56,pm,4,5,1,0,623471714,FALSE,FALSE,0,FALSE
169,856885,835954508,10/11/2017,10:31,pm,74,3,25,2,760062606,FALSE,FALSE,0,FALSE
170,888662,606349815,10/11/2017,11:10,pm,37,5,7,1,837897837,FALSE,FALSE,0,FALSE
171,803362,455703658,10/11/2017,03:30,pm,84,5,16,0,210817164,FALSE,FALSE,0,FALSE
172,653177,738239742,10/11/2017,12:19,pm,225,2,90,2,501751257,TRUE,FALSE,0,FALSE
173,441766,768477389,10/11/2017,10:58,pm,191,3,66,17,620222338,FALSE,FALSE,0,FALSE
174,206592,494008546,10/11/2017,07:40,pm,113,5,56,11,468629811,FALSE,FALSE,0,FALSE
175,850055,260007214,10/11/2017,11:14,pm,114,5,51,9,650339957,FALSE,FALSE,0,FALSE
176,193931,609475176,10/11/2017,09:12,pm,22,2,3,2,514269244,FALSE,FALSE,0,FALSE
177,866991,339717497,10/11/2017,02:37,pm,75,2,26,3,823986367,FALSE,FALSE,0,FALSE
178,134313,723474042,10/11/2017,00:33,pm,189,5,85,3,185596874,FALSE,FALSE,0,FALSE
179,524484,536837952,10/11/2017,02:41,pm,66,4,26,3,349104683,FALSE,FALSE,0,FALSE
180,660204,411715600,10/11/2017,09:34,pm,157,3,62,6,586288334,FALSE,FALSE,0,FALSE
181,345488,569238009,10/11/2017,03:39,pm,48,4,16,1,512810770,FALSE,FALSE,0,FALSE
182,997240,496572091,10/11/2017,06:52,pm,121,3,30,7,482236108,FALSE,FALSE,0,FALSE
183,803290,612825154,10/11/2017,09:17,pm,65,2,22,3,272150657,FALSE,FALSE,0,FALSE
184,753504,702870969,10/11/2017,04:58,pm,32,2,4,1,377618848,FALSE,FALSE,0,FALSE
185,357897,140130777,10/11/2017,00:49,pm,111,2,11,5,967858644,FALSE,FALSE,0,FALSE
186,126622,994778645,10/11/2017,01:00,pm,84,4,16,4,185596874,TRUE,FALSE,0,FALSE
187,427788,487917912,10/11/2017,02:38,pm,28,3,8,1,563304812,FALSE,FALSE,0,FALSE
188,664234,135923573,10/11/2017,01:40,pm,58,0,11,1,996623073,FALSE,FALSE,0,FALSE
189,987123,778677733,10/11/2017,03:05,pm,159,3,63,1,528056848,FALSE,FALSE,0,FALSE
190,682562,122672744,10/11/2017,03:30,pm,174,3,34,5,549129359,FALSE,FALSE,0,FALSE
191,335675,572056570,10/11/2017,03:12,pm,63,6,18,1,156553588,TRUE,FALSE,0,FALSE
192,427505,603361637,10/11/2017,09:16,pm,37,4,16,1,620222338,FALSE,FALSE,0,FALSE
193,613101,438689337,10/11/2017,08:21,pm,130,2,19,7,760062606,FALSE,FALSE,0,FALSE
194,178697,550527352,10/11/2017,04:56,pm,96,1,14,2,185596874,FALSE,FALSE,0,FALSE
195,912776,890181965,10/11/2017,01:42,pm,38,3,3,1,886561532,FALSE,FALSE,0,FALSE
196,322073,185620661,10/11/2017,09:51,pm,27,4,13,1,194393365,TRUE,FALSE,0,FALSE
197,631071,487590998,10/11/2017,01:09,pm,114,3,39,5,308577497,FALSE,FALSE,0,FALSE
198,852740,595892317,10/11/2017,00:50,pm,3,2,1,0,377618848,FALSE,FALSE,0,FALSE
199,809776,359070842,10/11/2017,04:57,pm,31,1,4,2,144265898,FALSE,FALSE,0,FALSE
200,803207,336294371,10/11/2017,04:22,pm,55,2,13,2,967858644,TRUE,FALSE,0,FALSE
201,253917,884905964,10/11/2017,07:24,pm,143,4,21,12,972167608,FALSE,FALSE,0,FALSE
202,854783,468349702,10/11/2017,02:37,pm,68,5,17,5,477719920,FALSE,FALSE,0,FALSE
203,622947,573845634,10/11/2017,02:23,pm,30,3,6,0,740498404,FALSE,FALSE,0,FALSE
204,689323,362834953,10/11/2017,11:21,pm,53,3,18,3,960427462,TRUE,FALSE,0,FALSE
205,197702,640432122,10/11/2017,10:46,pm,24,3,2,1,272150657,FALSE,FALSE,0,FALSE
206,581763,611594614,10/11/2017,05:01,pm,57,1,5,4,662638612,FALSE,FALSE,0,FALSE
207,773292,316855107,10/11/2017,08:14,pm,18,2,6,1,662638612,FALSE,FALSE,0,FALSE
208,288877,113859582,10/11/2017,04:39,pm,73,3,21,4,953043456,FALSE,FALSE,0,FALSE
209,628113,630547142,10/11/2017,02:07,pm,146,5,21,7,297176418,FALSE,FALSE,0,FALSE
210,876782,677010619,10/11/2017,08:13,pm,199,4,99,9,662638612,FALSE,FALSE,0,FALSE
211,409173,350698529,10/11/2017,04:34,pm,115,3,28,10,156553588,FALSE,FALSE,0,FALSE
212,992773,681465236,10/11/2017,01:06,pm,117,4,5,4,156553588,TRUE,FALSE,0,FALSE
213,980289,976988154,10/11/2017,02:39,pm,17,5,4,1,844989061,FALSE,FALSE,0,FALSE
214,332859,131451809,10/11/2017,01:35,pm,67,2,33,4,645295372,FALSE,FALSE,0,FALSE
215,229479,654429290,10/11/2017,00:48,pm,99,5,4,7,723527339,FALSE,FALSE,0,FALSE
216,523927,663594931,10/11/2017,11:22,pm,34,5,11,1,948983044,FALSE,FALSE,0,FALSE
217,704942,859966582,10/11/2017,09:06,pm,95,5,33,8,443954067,FALSE,FALSE,0,FALSE
218,696909,940077636,10/11/2017,06:02,pm,58,3,8,5,330127374,FALSE,FALSE,0,FALSE
219,922557,664222145,10/11/2017,07:51,pm,25,5,11,1,760062606,FALSE,FALSE,0,FALSE
220,812696,921278956,10/11/2017,07:10,pm,0,1,0,0,308577497,TRUE,FALSE,0,FALSE
221,451730,999695876,10/11/2017,00:31,pm,17,5,2,0,797882521,FALSE,FALSE,0,FALSE
222,583710,860433462,10/11/2017,08:36,pm,194,7,77,19,766172323,FALSE,FALSE,0,FALSE
223,743089,422441945,10/11/2017,04:41,pm,92,2,32,8,844989061,TRUE,FALSE,0,FALSE
224,125681,979135084,10/11/2017,05:01,pm,65,3,22,1,382527955,FALSE,FALSE,0,FALSE
225,589085,949017800,10/11/2017,12:59,pm,161,2,72,12,975701606,FALSE,FALSE,0,FALSE
226,893017,150444693,10/11/2017,06:56,pm,171,3,17,10,948983044,FALSE,FALSE,0,FALSE
227,704482,404169788,10/11/2017,07:10,pm,52,5,5,1,955542283,FALSE,FALSE,0,FALSE
228,350288,502507033,10/11/2017,05:28,pm,13,2,5,0,138868942,FALSE,FALSE,0,FALSE
229,680739,916814186,10/11/2017,05:11,pm,1,5,0,0,316758859,FALSE,FALSE,0,FALSE
230,945077,587389412,10/11/2017,01:39,pm,102,1,45,2,215885449,FALSE,FALSE,0,FALSE
231,788386,247293529,10/11/2017,05:17,pm,224,4,11,20,263883295,FALSE,FALSE,0,FALSE
232,794930,534828055,10/11/2017,04:43,pm,46,2,2,4,844989061,FALSE,FALSE,0,FALSE
233,606925,260460335,10/11/2017,09:16,pm,217,4,43,19,459673654,FALSE,FALSE,0,FALSE
234,531045,371802022,10/11/2017,11:58,pm,167,3,75,13,960427462,FALSE,FALSE,0,FALSE
235,949696,671567487,10/11/2017,08:59,pm,103,4,5,7,790140143,FALSE,FALSE,0,FALSE
236,184588,216598179,10/11/2017,02:29,pm,77,3,38,3,316758859,FALSE,FALSE,0,FALSE
237,269873,918972082,10/11/2017,11:06,pm,117,2,40,8,206521432,TRUE,FALSE,0,FALSE
238,667285,648480198,10/11/2017,08:39,pm,90,0,18,8,972167608,FALSE,FALSE,0,FALSE
239,676479,528078611,10/11/2017,12:44,pm,115,3,11,10,549129359,FALSE,FALSE,0,FALSE
240,560974,138758719,10/11/2017,05:20,pm,6,5,2,0,967858644,FALSE,FALSE,0,FALSE
241,863276,824696317,10/11/2017,04:15,pm,87,5,43,4,975701606,FALSE,FALSE,0,FALSE
242,386656,419485727,10/11/2017,05:50,pm,88,1,30,6,367474713,FALSE,FALSE,0,FALSE
243,189860,122361946,10/11/2017,05:29,pm,261,4,130,26,229197977,FALSE,FALSE,0,FALSE
244,832585,938830068,10/11/2017,10:38,pm,44,1,15,0,607336548,FALSE,FALSE,0,FALSE
245,784773,458527391,10/11/2017,07:08,pm,88,4,39,8,834132714,FALSE,FALSE,0,FALSE
246,272842,982888212,10/11/2017,11:47,pm,126,3,12,3,272150657,FALSE,FALSE,0,FALSE
247,929438,399114865,10/11/2017,11:33,pm,42,5,16,1,154473010,FALSE,FALSE,0,FALSE
248,581433,595540093,10/11/2017,12:12,pm,60,5,15,1,797882521,TRUE,FALSE,0,FALSE
249,407176,160171451,10/11/2017,07:29,pm,41,2,20,2,662638612,FALSE,FALSE,0,FALSE
250,262448,848262848,10/11/2017,05:45,pm,51,4,12,3,936840513,FALSE,FALSE,0,FALSE
251,753056,567071529,10/11/2017,02:20,pm,12,4,4,0,316758859,FALSE,FALSE,0,FALSE
252,977416,927160301,10/11/2017,10:55,pm,85,4,12,5,210817164,FALSE,FALSE,0,FALSE
253,831928,697542135,10/11/2017,04:09,pm,57,3,2,4,242986464,FALSE,FALSE,0,FALSE
254,216612,399049126,11/11/2017,05:22,am,3,2,0,0,213969073,FALSE,FALSE,0,FALSE
255,963764,238391065,11/11/2017,06:54,am,17,3,5,0,549129359,FALSE,FALSE,0,FALSE
256,341260,572089419,11/11/2017,02:48,am,81,1,32,0,229197977,FALSE,FALSE,0,FALSE
257,809737,739652923,11/11/2017,09:29,am,106,2,53,7,549129359,FALSE,FALSE,0,FALSE
258,688584,630555393,11/11/2017,07:18,am,70,3,10,1,241597185,FALSE,FALSE,0,FALSE
259,900853,392927904,11/11/2017,00:22,am,130,3,45,13,247310624,FALSE,FALSE,0,FALSE
260,719014,169554871,11/11/2017,00:23,am,88,0,44,2,886561532,FALSE,FALSE,0,FALSE
261,226362,954767903,11/11/2017,00:42,am,151,3,75,3,468349702,FALSE,FALSE,0,FALSE
262,211535,369933959,11/11/2017,08:23,am,8,1,1,0,494487821,FALSE,FALSE,0,FALSE
263,761768,858034003,11/11/2017,07:46,am,92,3,27,1,657878250,FALSE,FALSE,0,FALSE
264,190263,823033167,11/11/2017,05:59,am,151,2,60,7,999695876,FALSE,FALSE,0,FALSE
265,484651,701501434,11/11/2017,06:54,am,287,1,28,14,351266880,FALSE,FALSE,0,FALSE
266,157910,137680854,11/11/2017,10:13,am,101,2,25,7,948983044,FALSE,FALSE,0,FALSE
267,634450,477190879,11/11/2017,11:29,am,157,1,7,15,997125666,FALSE,FALSE,0,FALSE
